year2,sic1,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,d_flag
1993,60,362440,541005,6700623,6707291,58784,10.9,53908,10,1205603,449096,756507,6.7,18,1216596,491026,725570,7.3,18.1,-10993,-0.1,36,26912,27722,128007,0
1993,70,1771886,2030338,31329761,30806854,226978,11.3,184319,9.2,5331275,1730070,3601205,5.6,17.3,4270365,1394999,2875366,4.5,13.9,1060910,3.4,27.8,129786,130461,781287,0
1994,07,79856,81166,603600,611156,11654,14.6,8308,10.4,159319,51722,107597,8.5,26.1,172532,46399,126133,7.6,28.2,-13213,-2.1,52.2,5713,5713,24951,0
1994,10,19521,24636,547126,549211,2448,9.8,2920,11.7,87642,31047,56595,5.7,16,92930,31851,61079,5.8,16.9,-5288,-0.9,32,1900,1908,13891,0
1994,15,511471,517462,4664777,4575118,82882,16.3,64816,12.7,1214492,361460,853032,7.9,26.5,1021281,317987,703294,7,22.3,193211,4.2,44.6,47472,47479,234987,0
1994,20,298727,357455,18019674,18020287,34176,9.6,31135,8.7,1985400,531046,1454354,2.9,11,1984852,609607,1375245,3.4,11,548,0,22,22606,22718,261367,0
1994,40,172399,246998,5673860,5622156,34796,14.3,26164,10.8,846224,293918,552306,5.2,15.1,740772,251652,489120,4.5,13.2,105452,1.9,26.4,16552,16728,107267,0
1994,50,359783,471413,6245733,6206568,47790,10.2,42389,9,974249,300909,673340,4.8,15.7,888757,321712,567045,5.2,14.3,85492,1.4,28.6,27205,27571,154353,0
1994,52,943664,1398742,20171461,20007299,166701,12,155915,11.2,3526251,1686545,1839706,8.4,17.6,3184951,1199467,1985484,6,15.9,341300,1.7,31.8,103143,104319,630051,0
1994,60,372729,557412,6886017,6788457,68919,12.6,51618,9.4,1292353,522178,770175,7.7,19,1098066,413363,684703,6.1,16.2,194287,2.8,32.4,26511,26843,117498,0
1994,70,1805427,2071625,32174778,31725792,239273,11.7,190030,9.3,5257286,1819379,3437907,5.7,16.6,4316641,1497150,2819491,4.7,13.6,940645,3,27.2,132639,133429,878216,0
1995,07,83672,85045,627484,609303,12939,15.6,8328,10,153110,53193,99917,8.7,25.1,115856,36024,79832,5.9,19,37254,6.1,38,5821,5821,23645,0
1995,10,18970,23917,545695,546280,2281,9.4,2758,11.4,94198,27239,66959,5,17.2,95538,34921,60617,6.4,17.5,-1340,-0.3,34.4,1786,1799,14444,0
1995,15,531258,537337,4972958,4818399,87924,16.7,64565,12.2,1253352,374014,879338,7.8,26,931735,303711,628024,6.3,19.3,321617,6.7,38.6,48097,48107,230534,0
1995,20,301281,360875,18533570,18277565,34358,9.6,30018,8.4,2178890,531002,1647888,2.9,11.9,1662421,509627,1152794,2.8,9.1,516469,2.8,18.2,22109,22167,229055,0
1995,40,179752,255527,5887967,5778797,36346,14.5,26886,10.7,943048,324735,618313,5.6,16.3,722512,239651,482861,4.1,12.5,220536,3.8,25,16982,17121,109312,0
1995,50,366121,479175,6512098,6377663,50049,10.5,40897,8.6,1069998,330177,739821,5.2,16.8,797061,290647,506414,4.6,12.5,272937,4.3,25,26202,26472,143896,0
1995,52,948864,1406885,20954084,20557410,170437,12.2,157855,11.3,3792113,1789868,2002245,8.7,18.4,2980176,1240553,1739623,6,14.5,811937,3.9,29,101300,102683,616632,0
1995,60,376531,568060,6837389,6844972,66325,11.8,52338,9.3,1067568,432547,635021,6.3,15.6,1075222,349575,725647,5.1,15.7,-7654,-0.1,31.2,29044,29557,134342,0
1995,70,1845162,2122712,33648209,32910371,251978,12,191997,9.2,5687908,2047382,3640526,6.2,17.3,4193674,1435488,2758186,4.4,12.7,1494234,4.6,25.4,135828,136640,841183,0
1996,07,86168,87663,672835,651230,12140,14.1,9002,10.4,156340,55681,100659,8.6,24,110331,39455,70876,6.1,16.9,46009,7.1,33.8,6232,6232,25151,0
1996,10,18404,23335,527824,536703,2238,9.5,2740,11.6,77323,22454,54869,4.2,14.4,95500,36273,59227,6.8,17.8,-18177,-3.4,28.8,1784,1785,16447,0
1996,15,541222,547303,5130627,5051639,81624,15.1,69146,12.8,1185929,356778,829151,7.1,23.5,1029640,324641,704999,6.4,20.4,156289,3.1,40.8,50638,50638,239196,0
1996,20,302303,362263,18445885,18485707,32806,9.1,31383,8.7,1913066,537668,1375398,2.9,10.3,2060506,612001,1448505,3.3,11.1,-147440,-0.8,20.6,22590,22594,240141,0
1996,40,184688,261144,5987401,5935789,37361,14.5,31014,12,985400,364914,620486,6.1,16.6,885527,331562,553965,5.6,14.9,99873,1.7,29.8,18731,18734,115216,0
1996,50,370670,485603,6577590,6543663,51740,10.7,44822,9.3,1020898,340342,680556,5.2,15.6,964285,356591,607694,5.4,14.7,56613,0.9,29.4,27981,27987,160556,0
1996,52,954234,1418299,21355568,21148449,171698,12.2,157976,11.2,3696977,1787963,1909014,8.5,17.5,3287761,1280941,2006820,6.1,15.5,409216,2,31,103978,104020,649894,0
1996,60,384054,576722,6991700,6914294,64165,11.2,53484,9.3,1183259,452992,730267,6.6,17.1,1032531,371074,661457,5.4,14.9,150728,2.2,29.8,28308,28314,120660,0
1996,70,1884865,2171486,34690371,34161248,258868,12.1,204161,9.5,5845174,2156355,3688819,6.3,17.1,4823912,1676528,3147384,4.9,14.1,1021262,3,28.2,141427,141463,900767,0
1997,07,89062,90773,711402,689309,12945,14.5,9307,10.4,171689,55099,116590,8,24.9,125120,46560,78560,6.8,18.2,46569,6.7,36.4,6466,6466,30242,0
1997,10,18210,23105,525298,526443,2495,10.8,2676,11.5,102111,33925,68186,6.4,19.4,107842,43509,64333,8.3,20.5,-5731,-1.1,38.8,1568,1568,17818,0
1997,15,554808,560817,5424988,5277755,83863,15.1,68053,12.3,1309139,378343,930796,7.2,24.8,1007312,341713,665599,6.5,19.1,301827,5.7,38.2,49971,49971,242170,0
1997,20,302129,361299,18519916,18482177,32188,8.9,32591,9,2105550,494766,1610784,2.7,11.4,2027067,723587,1303480,3.9,11,78483,0.4,22,22634,22634,247527,0
1997,40,187294,266126,6146410,6070074,38408,14.6,33502,12.7,1080971,395527,685444,6.5,17.8,926584,346963,579621,5.7,15.3,154387,2.5,30.6,19963,19965,134565,0
1997,50,371291,486851,6720139,6653479,49739,10.2,48648,10,1163810,351913,811897,5.3,17.5,1025702,404833,620869,6.1,15.4,138108,2.1,30.8,28707,28708,168245,0
1997,52,952176,1424164,21775694,21589835,182694,12.8,178538,12.5,4111800,1928496,2183304,8.9,19,3714029,1484044,2229985,6.9,17.2,397771,1.8,34.4,106712,106712,678792,0
1997,60,391964,594517,7199271,7101437,82874,14.1,65004,11.1,1553766,665676,888090,9.4,21.9,1349885,606379,743506,8.5,19,203881,2.9,38,29025,29025,154930,0
1997,70,1920262,2235560,36180478,35484700,289058,13.1,224729,10.2,6925402,2571108,4354294,7.2,19.5,5513436,1998274,3515162,5.6,15.5,1411966,4,31,148656,148659,1.02E6,0
1998,07,90982,92755,717283,711776,12509,13.6,10009,10.9,152515,52944,99571,7.4,21.4,140584,47159,93425,6.6,19.8,11931,1.6,39.6,6982,6982,29717,0
1998,10,17829,22611,517647,521407,2219,9.7,2624,11.5,94766,29268,65498,5.6,18.2,102168,39844,62324,7.6,19.6,-7402,-1.4,36.4,1558,1558,17717,0
1998,15,561604,567888,5601491,5513062,80713,14.3,71041,12.6,1262604,369885,892719,6.7,22.9,1073131,351945,721186,6.4,19.5,189473,3.4,39,51869,51869,255063,0
1998,20,300832,360706,18723746,18621656,31762,8.8,31693,8.8,2103363,526563,1576800,2.8,11.3,1892910,595045,1297865,3.2,10.2,210453,1.1,20.4,22650,22650,245814,0
1998,40,188868,273670,6305073,6227227,40565,15,32347,12,1068568,405079,663489,6.5,17.2,910126,365409,544717,5.9,14.6,158442,2.6,29.2,20631,20631,148858,0
1998,50,366728,482337,6828795,6776188,43603,9,47061,9.7,1074509,305831,768678,4.5,15.9,965480,370838,594642,5.5,14.2,109029,1.7,28.4,30041,30041,174987,0
1998,52,945314,1417971,22089418,21931937,158255,11.1,161237,11.3,3707508,1603942,2103566,7.3,16.9,3374256,1378986,1995270,6.3,15.4,333252,1.5,30.8,105556,105556,663521,0
1998,60,397753,601849,7308781,7253479,72669,12.1,64169,10.7,1378078,511753,866325,7.1,19,1272223,534398,737825,7.4,17.5,105855,1.5,35,30339,30359,147839,0
1998,70,1949044,2275035,37621560,36889309,269636,12,223753,9.9,6619963,2277322,4342641,6.2,17.9,5123724,1840669,3283055,5,13.9,1496239,4,27.8,153448,153448,989606,0
1999,07,93402,95261,772400,742282,12703,13.5,9910,10.5,180560,51606,128954,7,24.3,120060,45484,74576,6.1,16.2,60500,8.1,32.4,6821,6821,32100,0
1999,10,16793,21655,478524,497924,1918,8.7,2749,12.4,65185,20105,45080,4,13.1,103330,33599,69731,6.7,20.8,-38145,-7.7,26.2,1710,1710,13698,0
1999,15,572349,578912,5967723,5784886,80167,14,68096,11.9,1388135,379552,1008583,6.6,24,1015054,359847,655207,6.2,17.5,373081,6.5,35,49204,49204,257641,0
1999,20,296165,356859,18388032,18555398,29211,8.1,32581,9.1,1838578,495548,1343030,2.7,9.9,2161533,655644,1505889,3.5,11.6,-322955,-1.7,19.8,23047,23047,263829,0
1999,40,190929,277601,6491773,6401880,38916,14.1,34910,12.7,1123647,442284,681363,6.9,17.6,944413,397747,546666,6.2,14.8,179234,2.8,29.6,20764,20764,133803,0
1999,50,360506,477231,6948504,6887491,41704,8.7,45950,9.6,1084297,341225,743072,5,15.7,957883,374777,583106,5.4,13.9,126414,1.8,27.8,29444,29444,169485,0
1999,52,937430,1411774,22434524,22261926,151908,10.7,156597,11.1,3674619,1634538,2040081,7.3,16.5,3326941,1313119,2013822,5.9,14.9,347678,1.6,29.8,102020,102020,647056,0
1999,60,404604,617928,7497168,7396887,80321,13.2,63522,10.4,1489992,605516,884476,8.2,20.1,1297108,573655,723453,7.8,17.5,192884,2.6,35,31242,31242,144755,0
1999,70,1967007,2306625,39069865,38542768,262408,11.5,228779,10,6665230,2301605,4363625,6,17.3,5592757,2141838,3450919,5.6,14.5,1072473,2.8,29,153390,153390,1.03E6,0
2000,07,95912,97749,822683,790545,13031,13.5,10515,10.9,204087,66956,137131,8.5,25.8,139527,57881,81646,7.3,17.6,64560,8.2,35.2,6943,6943,36995,0
2000,10,16583,21562,468323,473182,2128,9.8,2237,10.4,79106,22179,56927,4.7,16.7,87965,26423,61542,5.6,18.6,-8859,-1.9,33.4,1372,1372,9581,0
2000,15,576422,583377,6332252,6148475,75656,13,71541,12.3,1441336,368841,1072495,6,23.4,1073991,365292,708699,5.9,17.5,367345,5.9,35,49770,49770,257454,0
2000,20,291745,353241,18281574,18333706,29476,8.3,33231,9.4,2042081,554963,1487118,3,11.1,2149164,722046,1427118,3.9,11.7,-107083,-0.6,22.2,22445,22445,245059,0
2000,40,190325,279846,6755254,6619600,39506,14.2,37281,13.4,1200090,463167,736923,7,18.1,930952,398342,532610,6,14.1,269138,4,28.2,21166,21166,131198,0
2000,50,354667,470365,7030099,6988316,40551,8.6,47386,10,1125235,352327,772908,5,16.1,1042519,452579,589940,6.5,14.9,82716,1.2,29.8,27938,27938,187282,0
2000,52,933654,1414307,23028671,22730938,154497,10.9,152937,10.8,3865672,1694223,2171449,7.5,17,3274319,1355159,1919160,6,14.4,591353,2.6,28.8,96776,96789,607640,0
2000,60,407380,623707,7583250,7540054,75849,12.2,70498,11.4,1411825,573087,838738,7.6,18.7,1332621,526368,806253,7,17.7,79204,1,35.4,31838,31838,142015,0
2000,70,1978530,2327678,40915483,39995738,257395,11.1,236807,10.2,7304682,2463665,4841017,6.2,18.3,5469545,2158374,3311171,5.4,13.7,1835137,4.6,27.4,149699,149699,988192,0
2001,07,101577,103785,975113,953513,13714,13.4,11907,11.6,255784,93337,162447,9.8,26.8,219586,73275,146311,7.7,23,36198,3.8,46,6917,6917,32929,0
2001,10,16917,21897,488840,478882,2213,10.2,2196,10.1,87223,24612,62611,5.1,18.2,69213,24704,44509,5.2,14.5,18010,3.7,29,1220,1220,9253,0
2001,15,574944,582287,6376617,6355004,71389,12.2,77521,13.3,1284100,366406,917694,5.8,20.2,1266917,427882,839035,6.7,19.9,17183,0.3,39.8,49918,49920,268233,0
2001,20,287653,349133,17764980,18025518,27458,7.8,33689,9.6,1756328,486704,1269624,2.7,9.7,2314283,662825,1651458,3.7,12.8,-557955,-3.1,19.4,21847,21849,236210,0
2001,40,189951,288372,6825561,6792815,44170,15.5,38037,13.4,1138027,500448,637579,7.4,16.8,1093352,402986,690366,5.9,16.1,44675,0.7,32.2,20871,20877,137303,0
2001,50,348302,466138,7085118,7070330,41255,8.8,48510,10.3,1104314,385569,718745,5.5,15.6,1093532,402378,691154,5.7,15.5,10782,0.1,31,27825,27857,166859,0
2001,52,931542,1415384,23087208,23063744,151455,10.7,157938,11.2,3551518,1586252,1965266,6.9,15.4,3558274,1354280,2203994,5.9,15.4,-6756,0,30.8,96081,96217,618714,0
2001,60,413318,636040,7954470,7774723,78471,12.5,70298,11.2,1644553,693277,951276,8.9,21.2,1319111,567611,751500,7.3,17,325442,4.2,34,31993,32001,151109,0
2001,70,1999330,2358285,41713930,41352036,260181,11.1,246537,10.5,6815446,2328068,4487378,5.6,16.5,6250857,2220906,4029951,5.4,15.1,564589,1.4,30.2,149090,149244,992283,0
2002,07,103810,106690,998107,999212,15838,14.9,15550,14.6,238752,101106,137646,10.1,23.9,240962,87450,153512,8.8,24.1,-2210,-0.2,47.8,6790,6793,32093,0
2002,10,17242,22374,478723,487242,2532,11.3,2515,11.2,86086,34657,51429,7.1,17.7,103123,39202,63921,8,21.2,-17037,-3.5,35.4,1192,1192,10538,0
2002,15,571664,579554,6213085,6316699,77201,13.3,81957,14.1,1242181,392310,849871,6.2,19.7,1434310,430646,1003664,6.8,22.7,-192129,-3,39.4,48153,48168,260753,0
2002,20,283279,342725,16273730,17055751,29189,8.4,38262,11,1624925,617095,1007830,3.6,9.5,3159212,937588,2221624,5.5,18.5,-1534287,-9,19,22731,22826,284611,0
2002,40,190780,293161,6690131,6803434,44496,15.2,44676,15.2,1178254,620878,557376,9.1,17.3,1387342,475012,912330,7,20.4,-209088,-3.1,34.6,21087,21134,133526,0
2002,50,349882,465978,6915414,7018560,49954,10.7,55702,11.9,1191534,482578,708956,6.9,17,1382962,530976,851986,7.6,19.7,-191428,-2.7,34,26771,26890,167700,0
2002,52,948937,1442063,23431062,23389215,181802,12.7,171655,11.9,4061775,1944543,2117232,8.3,17.4,3965224,1468486,2496738,6.3,17,96551,0.4,34,94835,95222,605725,0
2002,60,429646,662223,8384091,8230449,87927,13.4,73965,11.3,1726032,755819,970213,9.2,21,1458323,563898,894425,6.9,17.7,267709,3.3,35.4,30327,30372,141654,0
2002,70,2053868,2440434,42411284,42491373,310871,12.8,269500,11.1,7578223,2934320,4643903,6.9,17.8,7671161,2900446,4770715,6.8,18.1,-92938,-0.3,35.6,149203,149668,1.07E6,0
2003,07,104563,107583,997966,992097,15822,14.8,12775,12,215695,81240,134455,8.2,21.7,197181,75242,121939,7.6,19.9,18514,1.8,39.8,7120,7120,39607,0
2003,10,16775,21609,449136,458555,2054,9.5,1990,9.2,72570,25900,46670,5.6,15.8,89816,28439,61377,6.2,19.6,-17246,-3.8,31.6,1298,1308,11812,0
2003,15,556361,564256,6079691,6142022,65446,11.4,72104,12.6,1199780,311744,888036,5.1,19.5,1289704,364454,925250,5.9,21,-89924,-1.5,39,49153,49155,254928,0
2003,20,277162,334565,15667048,15886461,26114,7.7,29317,8.7,1604448,470210,1134238,3,10.1,2018868,550873,1467995,3.5,12.7,-414420,-2.6,20.2,21805,21917,267922,0
2003,40,189123,292245,6599549,6607108,40694,14,35425,12.2,1207522,559030,648492,8.5,18.3,1015028,385988,629040,5.8,15.4,192494,2.9,30.8,21069,21115,128443,0
2003,50,346962,459692,6883478,6856579,41118,8.9,39051,8.5,1026885,312989,713896,4.6,15,950752,306068,644684,4.5,13.9,76133,1.1,27.8,26326,26478,171479,0
2003,52,955623,1449637,23936408,23541496,165008,11.5,129049,9,3924018,1688941,2235077,7.2,16.7,3083761,1025552,2058209,4.4,13.1,840257,3.6,26.2,94881,95160,645354,0
2003,60,441590,684890,8399632,8357993,93549,14,59856,8.9,1584845,654581,930264,7.8,19,1485669,530602,955067,6.3,17.8,99176,1.2,35.6,31332,31400,153759,0
2003,70,2101912,2486970,43236896,42662372,301737,12.3,216534,8.8,7177219,2416409,4760810,5.7,16.8,5915319,1850392,4064927,4.3,13.9,1261900,2.9,27.8,149417,150744,1.07E6,0
2004,07,107658,110771,1038529,1014641,16545,15.2,12480,11.4,231306,81507,149799,8,22.8,178929,70911,108018,7,17.6,52377,5.2,35.2,7239,7239,43128,0
2004,10,17059,21738,464961,455975,2122,9.8,1797,8.3,79131,27256,51875,6,17.4,60450,21791,38659,4.8,13.3,18681,4.1,26.6,1053,1055,8659,0
2004,15,545091,552648,6141159,6100522,61510,11,68199,12.2,1227727,265561,962166,4.4,20.1,1123951,349701,774250,5.7,18.4,103776,1.7,36.8,48243,48248,258194,0
2004,20,273247,329601,15231747,15379199,25753,7.8,27484,8.3,1521801,418989,1102812,2.7,9.9,1799811,529732,1270079,3.4,11.7,-278010,-1.8,19.8,20159,20211,254240,0
2004,40,189505,293242,6578173,6587494,39108,13.4,34625,11.9,1076403,389537,686866,5.9,16.3,1072785,385504,687281,5.9,16.3,3618,0,32.6,19442,19492,128573,0
2004,50,345102,458879,6910156,6871916,40637,8.9,37591,8.2,985304,318490,666814,4.6,14.3,898710,311755,586955,4.5,13.1,86594,1.2,26.2,25166,25295,152089,0
2004,52,964835,1456227,24503668,24126271,160465,11.1,137405,9.5,3950620,1580585,2370035,6.6,16.4,3164223,1176385,1987838,4.9,13.1,786397,3.3,26.2,96580,97232,657005,0
2004,60,455743,696180,8458007,8401810,86584,12.6,67889,9.9,1531046,616612,914434,7.3,18.2,1406935,572215,834720,6.8,16.7,124111,1.5,33.4,31261,31360,157227,0
2004,70,2166160,2560456,44112241,43543032,311723,12.4,216190,8.6,6869001,2429205,4439796,5.6,15.8,5662560,1899855,3762705,4.4,13,1206441,2.8,26,147155,147621,1.03E6,0
2005,07,111052,114281,1135436,1086992,16845,15,12813,11.4,296841,99265,197576,9.1,27.3,196880,68674,128206,6.3,18.1,99961,9.2,36.2,7574,7574,39131,0
2005,10,17601,22386,482465,472455,2410,10.9,1621,7.4,85097,27950,57147,5.9,18,64866,21443,43423,4.5,13.7,20231,4.3,27.4,1053,1053,11773,0
2005,15,531037,538665,6072426,6103223,57290,10.5,68397,12.5,1156406,277411,878995,4.5,18.9,1207719,367063,840656,6,19.8,-51313,-0.9,37.8,49808,49813,271885,0
2005,20,271603,327368,15132014,15138943,25626,7.8,25543,7.8,1594445,428156,1166289,2.8,10.5,1596141,464289,1131852,3.1,10.5,-1696,0,21,18943,18983,236390,0
2005,40,192577,297104,6554931,6554602,38879,13.2,32746,11.1,964766,391063,573703,6,14.7,974200,327021,647179,5,14.9,-9434,-0.2,29.4,18870,19028,142099,0
2005,50,344352,461759,6955530,6918562,42504,9.3,36466,7.9,996217,349184,647033,5,14.4,914637,298908,615729,4.3,13.2,81580,1.2,26.4,25226,25299,156902,0
2005,52,978419,1479453,24807162,24575913,172221,11.8,133280,9.1,3878079,1847826,2030253,7.5,15.8,3394236,1060788,2333448,4.3,13.8,483843,2,27.6,101722,102252,748166,0
2005,60,473046,720384,8433581,8420954,102026,14.5,71070,10.1,1496053,716782,779271,8.5,17.8,1453890,611055,842835,7.3,17.3,42163,0.5,34.6,33570,33694,180297,0
2005,70,2246082,2652735,45268460,44597210,330009,12.7,218891,8.4,7122612,2645343,4477269,5.9,16,5747242,1870404,3876838,4.2,12.9,1375370,3.1,25.8,151569,152016,1.14E6,0
2006,07,115010,118600,1132832,1133670,18742,16.1,13906,11.9,270203,98039,172164,8.6,23.8,268494,93527,174967,8.2,23.7,1709,0.1,47.4,8504,8506,68200,0
2006,10,18472,23707,542740,511966,3242,14.1,1795,7.8,121524,45807,75717,8.9,23.7,59118,26291,32827,5.1,11.5,62406,12.2,23,1112,1114,12653,0
2006,15,524603,532521,6349583,6207611,57744,10.8,62356,11.6,1298812,281087,1017725,4.5,20.9,1011374,313828,697546,5.1,16.3,287438,4.6,32.6,43855,43920,227375,0
2006,20,269220,325965,15088885,15066263,26667,8.2,26233,8,1603587,451338,1152249,3,10.6,1556479,472158,1084321,3.1,10.3,47108,0.3,20.6,19137,19181,249401,0
2006,40,194498,301966,6646544,6584896,41267,13.8,32860,11,1025913,398905,627008,6.1,15.6,897051,297747,599304,4.5,13.6,128862,2,27.2,19598,19647,134903,0
2006,50,341834,463391,7013901,6969876,42859,9.3,38583,8.4,1003271,333743,669528,4.8,14.4,914486,333035,581451,4.8,13.1,88785,1.3,26.2,25308,25398,183144,0
2006,52,971028,1485153,25470630,25080293,169590,11.5,150088,10.2,4092482,1896033,2196449,7.6,16.3,3289090,1147328,2141762,4.6,13.1,803392,3.2,26.2,111061,111482,769587,0
2006,60,484296,745935,8692612,8545120,104291,14.3,72441,9.9,1594767,702856,891911,8.2,18.7,1292293,538771,753522,6.3,15.1,302474,3.6,30.2,38905,39034,210626,0
2006,70,2291672,2720322,47173993,46120533,346345,12.9,259382,9.7,7811425,2826541,4984884,6.1,16.9,5661339,2038704,3622635,4.4,12.3,2150086,4.6,24.6,174151,174790,1.26E6,0
2007,07,118357,122188,1137883,1134078,17416,14.5,14562,12.1,233550,83747,149803,7.4,20.6,228891,73905,154986,6.5,20.2,4659,0.4,40.4,8348,8353,41874,0
2007,10,19429,24818,689954,615281,3258,13.5,2128,8.8,232946,65321,167625,10.6,37.9,83425,36222,47203,5.9,13.6,149521,24.3,27.2,1152,1158,16825,0
2007,15,512969,520639,6113347,6227339,49316,9.4,62833,11.9,1038397,217630,820767,3.5,16.7,1271501,319353,952148,5.1,20.4,-233104,-3.7,33.4,43519,43557,212580,0
2007,20,267184,322760,14743302,14875814,23720,7.3,26337,8.1,1492941,388463,1104478,2.6,10,1758947,512309,1246638,3.4,11.8,-266006,-1.8,20,17941,18028,222658,0
2007,40,197104,307294,6789998,6705384,42159,13.9,36128,11.9,1162767,451202,711565,6.7,17.3,997832,374202,623630,5.6,14.9,164935,2.4,29.8,19333,19521,113530,0
2007,50,339345,461975,6959706,6974350,40997,8.9,42223,9.1,1056942,337603,719339,4.8,15.2,1086403,383146,703257,5.5,15.6,-29461,-0.4,30.4,24243,24712,150458,0
2007,52,978396,1508978,25605547,25480922,182052,12.2,155765,10.4,4240633,1903602,2337031,7.5,16.6,4002753,1272986,2729767,5,15.7,237880,0.9,31.4,103826,105799,726161,0
2007,60,488923,764110,8679926,8657014,102594,13.6,81650,10.8,1626832,697666,929166,8.1,18.8,1589040,613270,975770,7.1,18.4,37792,0.4,36.8,42530,43134,193022,0
2007,70,2348708,2788054,48183481,47612259,337738,12.3,274210,10,7950198,2659580,5290618,5.6,16.7,6850519,2323833,4526686,4.9,14.4,1099679,2.3,28.8,172445,174176,1.12E6,0
2008,07,119979,123912,1155147,1145090,16962,13.8,15679,12.7,235954,94878,141076,8.3,20.6,217229,81073,136156,7.1,19,18725,1.6,38,9191,9193,44258,0
2008,10,19828,25585,626956,656984,2993,11.9,2124,8.4,115261,40532,74729,6.2,17.5,175645,30963,144682,4.7,26.7,-60384,-9.2,35,1441,1442,15885,0
2008,15,486574,494322,5816218,5961529,41570,8.2,69300,13.7,945531,193274,752257,3.2,15.9,1243165,295493,947672,5,20.9,-297634,-5,31.8,47893,47899,212296,0
2008,20,261257,316117,14371829,14509073,20774,6.5,26220,8.2,1348578,350208,998370,2.4,9.3,1631211,418107,1213104,2.9,11.2,-282633,-1.9,18.6,19277,19327,221057,0
2008,40,194273,304857,6782335,6764885,35852,11.8,35428,11.6,926222,298481,627741,4.4,13.7,894859,266239,628620,3.9,13.2,31363,0.5,26.4,21214,21267,121660,0
2008,50,333260,455870,6908622,6909163,35045,7.7,37953,8.3,935439,286192,649247,4.1,13.5,946521,299909,646612,4.3,13.7,-11082,-0.2,27,25425,25510,164924,0
2008,52,971989,1505977,25782147,25575800,151646,10.1,141300,9.4,3833167,1591472,2241695,6.2,15,3449817,1075482,2374335,4.2,13.5,383350,1.5,27,109029,109299,767769,0
2008,60,470457,750097,8526967,8551332,80120,10.6,86648,11.5,1362248,565255,796993,6.6,15.9,1416212,505462,910750,5.9,16.6,-53964,-0.7,31.8,52787,52927,245780,0
2008,70,2361972,2806636,48962718,48448671,301602,10.8,274847,9.9,7335270,2485532,4849738,5.1,15.1,6344740,2100633,4244107,4.3,13.1,990530,2,26.2,190454,190731,1.26E6,0
2009,07,117239,121388,1121646,1137876,13971,11.4,17864,14.6,221429,87998,133431,7.7,19.5,259062,88115,170947,7.7,22.8,-37633,-3.3,39,9399,9399,50957,0
2009,10,19861,25760,621244,623312,2723,10.6,2614,10.2,103787,35484,68303,5.7,16.7,109685,31004,78681,5,17.6,-5898,-0.9,33.4,1566,1566,14240,0
2009,15,435194,442748,4873085,5339829,30920,6.6,86603,18.5,591165,137154,454011,2.6,11.1,1540318,333750,1206568,6.3,28.8,-949153,-17.7,22.2,53785,53794,218519,0
2009,20,249491,302167,12846222,13554119,17244,5.6,30938,10,971606,292432,679174,2.2,7.2,2400985,512055,1888930,3.8,17.7,-1429379,-10.5,14.4,20631,20661,228876,0
2009,40,185777,295427,6431984,6587416,30670,10.3,40070,13.4,725451,285768,439683,4.3,11,1045821,291786,754035,4.4,15.9,-320370,-4.9,22,21990,22156,120963,0
2009,50,320501,443109,6512594,6696187,30754,6.9,43479,9.7,705981,235019,470962,3.5,10.5,1089157,314210,774947,4.7,16.3,-383176,-5.8,21,27111,27156,154782,0
2009,52,947967,1478110,24522057,25024846,134114,9,154818,10.4,2919996,1382887,1537109,5.5,11.7,3971719,1148586,2823133,4.6,15.9,-1051723,-4.2,23.4,111158,112090,754105,0
2009,60,444097,719289,8109144,8291540,64195,8.8,93598,12.8,1074736,438403,636333,5.3,13,1455040,502388,952652,6.1,17.5,-380304,-4.5,26,51361,52137,214468,0
2009,70,2322972,2763066,47353900,48049482,259961,9.4,316874,11.4,5835244,1907791,3927453,4,12.1,7326698,2140809,5185889,4.5,15.2,-1491454,-3.1,24.2,200256,200593,1.17E6,0
2010,07,117130,121369,1094204,1107670,15383,12.7,15353,12.7,212944,81214,131730,7.3,19.2,239876,73388,166488,6.6,21.7,-26932,-2.5,38.4,8225,8225,37811,0
2010,10,19344,25413,599371,608916,2497,9.8,2741,10.7,95750,36003,59747,5.9,15.7,114840,33036,81804,5.4,18.9,-19090,-3.2,31.4,1665,1665,17978,0
2010,15,401412,408863,4340980,4604013,37774,8.9,71442,16.8,659015,159318,499697,3.5,14.3,1185080,282154,902926,6.1,25.7,-526065,-11.4,28.6,43532,43538,188958,0
2010,20,239631,290438,11990580,12364948,18086,6.1,28010,9.5,973986,254035,719951,2.1,7.9,1722723,439113,1283610,3.6,13.9,-748737,-6,15.8,19353,19398,205148,0
2010,40,181152,289619,6213516,6307480,30742,10.6,34199,11.7,711613,262467,449146,4.2,11.3,899542,299914,599628,4.8,14.3,-187929,-3,22.6,19095,19144,115896,0
2010,50,312910,434927,6259205,6370669,33361,7.6,38825,8.9,713006,251394,461612,3.9,11.2,935934,263098,672836,4.1,14.7,-222928,-3.5,22.4,24578,24676,139668,0
