year2,fsize,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp,sic1
1988,j) 2500 to 4999,1569,75146,4291027,4231396,8716,11.8,6120,8.3,669451,231777,437674,5.5,15.8,531407,172916,358491,4.1,12.6,138044,3.2,25.2,1,2,2,,
1988,k) 5000 to 9999,950,77177,4550919,4536047,7249,9.4,7104,9.2,729834,246678,483156,5.4,16.1,679928,242381,437547,5.3,15,49906,1.1,30,1,1,1,,
1988,l) 10000+,1012,328023,20671839,20488752,46933,14.7,28168,8.8,3051187,1051597,1999590,5.1,14.9,2640912,916300,1724612,4.5,12.9,410275,2,25.8,1,1,1,,
1989,a) 1 to 4,2266893,2272789,5220750,5158080,474885,21,455116,20.1,1827736,1246620,581116,24.2,35.4,1708315,1168853,539462,22.7,33.1,119421,2.3,66.2,0,330810,330875,863017,
1989,b) 5 to 9,925163,945381,6215935,6147980,54220,5.7,54528,5.8,1484500,626267,858233,10.2,24.1,1349675,626254,723421,10.2,22,134825,2.1,44,0,37168,37256,452833,
1989,c) 10 to 19,528339,572442,7316522,7223877,24365,4.3,25287,4.4,1496534,519062,977472,7.2,20.7,1306557,546469,760088,7.6,18.1,189977,2.6,36.2,0,14667,14953,379856,
1989,d) 20 to 49,316555,396592,9863745,9717605,16196,4.1,16052,4,1843483,564401,1279082,5.8,19,1542052,618047,924005,6.4,15.9,301431,3.1,31.8,0,7287,8340,424043,
1989,e) 50 to 99,97407,168462,6893219,6779934,11301,6.8,9025,5.4,1260615,361586,899029,5.3,18.6,1030472,391159,639313,5.8,15.2,230143,3.4,30.4,0,1751,2518,234840,
1989,f) 100 to 249,50707,153231,7822489,7665790,13806,9.2,9537,6.3,1443912,446893,997019,5.8,18.8,1132390,413823,718567,5.4,14.8,311522,4,29.6,0,744,1172,213626,
1989,g) 250 to 499,14519,88437,4974323,4852140,8853,10.3,5090,5.9,862413,253596,608817,5.2,17.8,634680,182880,451800,3.8,13.1,227733,4.7,26.2,0,100,402,59691,
1989,h) 500 to 999,7048,78032,4664272,4561431,8416,11.1,4552,6,750637,241883,508754,5.3,16.5,561551,165178,396373,3.6,12.3,189086,4.2,24.6,0,32,81,37759,
1989,i) 1000 to 2499,4721,94902,6480574,6324720,9470,10.2,5531,6,983628,298427,685201,4.7,15.6,693549,166371,527178,2.6,11,290079,4.6,22,0,16,157,28930,
1989,j) 2500 to 4999,1689,81483,4579183,4486823,8931,11.3,4749,6,676076,233555,442521,5.2,15.1,528562,149015,379547,3.3,11.8,147514,3.3,23.6,0,15,189,19261,
1989,k) 5000 to 9999,1029,88261,4854716,4731682,9202,10.7,5838,6.8,837220,280586,556634,5.9,17.7,608871,163367,445504,3.5,12.9,228349,4.8,25.8,1,12,449,,
1989,l) 10000+,1111,340105,21534187,21232729,38912,11.7,28062,8.4,3114783,1180792,1933991,5.6,14.7,2612005,693764,1918241,3.3,12.3,502778,2.4,24.6,0,16,171,10142,
1990,a) 1 to 4,2317567,2323711,5352962,5193344,510602,22.4,393238,17.3,1932281,1348736,583545,26,37.2,1552816,1009812,543004,19.4,29.9,379465,7.3,59.8,0,312355,312460,823089,
1990,b) 5 to 9,946877,967432,6361400,6249143,59218,6.2,47128,4.9,1542787,682922,859865,10.9,24.7,1294607,538216,756391,8.6,20.7,248180,4,41.4,0,35890,36028,438417,
1990,c) 10 to 19,541695,585849,7486709,7371222,26520,4.5,21329,3.7,1535788,568915,966873,7.7,20.8,1284906,472555,812351,6.4,17.4,250882,3.4,34.8,0,14345,14556,371497,
1990,d) 20 to 49,327254,407130,10121122,9973985,17393,4.3,13296,3.3,1843464,609693,1233771,6.1,18.5,1530101,503725,1026376,5.1,15.3,313363,3.2,30.6,0,6588,7508,379229,
1990,e) 50 to 99,100833,172282,7052234,6971183,10823,6.3,7899,4.6,1197199,370664,826535,5.3,17.2,1025429,311942,713487,4.5,14.7,171770,2.5,29.4,0,1473,2019,198203,
1990,f) 100 to 249,52384,158179,7978693,7884917,13145,8.4,8356,5.4,1322170,419947,902223,5.3,16.8,1122567,328499,794068,4.2,14.2,199603,2.6,28.4,0,569,1004,165273,
1990,g) 250 to 499,14972,90998,5079681,5037952,7579,8.4,5824,6.5,764729,224011,540718,4.4,15.2,681233,186474,494759,3.7,13.5,83496,1.7,27,0,95,277,62181,
1990,h) 500 to 999,7124,80286,4754346,4687019,7406,9.4,4971,6.3,685429,203930,481499,4.4,14.6,558507,134188,424319,2.9,11.9,126922,2.7,23.8,0,17,17,22728,
1990,i) 1000 to 2499,4701,102841,6608924,6567677,9647,9.5,6143,6.1,856150,259095,597055,3.9,13,766976,189711,577265,2.9,11.7,89174,1.3,23.4,0,10,45,28499,
1990,j) 2500 to 4999,1675,81703,4669604,4621731,8025,10,4906,6.1,593965,190525,403440,4.1,12.9,506998,127788,379210,2.8,11,86967,1.9,22,1,2,2,,
1990,k) 5000 to 9999,973,90591,4961876,4920748,7486,8.4,5532,6.2,684004,186823,497181,3.8,13.9,623245,149047,474198,3,12.7,60759,1.2,25.4,1,3,48,,
1990,l) 10000+,1122,351224,22156826,22015808,29563,8.5,24354,7,2710616,814024,1896592,3.7,12.3,2430146,639680,1790466,2.9,11,280470,1.3,22,0,,,,
1991,a) 1 to 4,2357341,2363737,5313032,5272295,472562,20.2,414302,17.8,1754012,1212757,541255,23,33.3,1680599,1051082,629517,19.9,31.9,73413,1.4,63.8,0,306427,306690,809192,
1991,b) 5 to 9,961632,983919,6293827,6333289,54904,5.6,48385,4.9,1365107,599872,765235,9.5,21.6,1450500,550054,900446,8.7,22.9,-85393,-1.3,43.2,0,35779,35969,438233,
1991,c) 10 to 19,548389,597442,7363070,7435587,30167,5.1,23431,3.9,1361381,537217,824164,7.2,18.3,1508372,498966,1009406,6.7,20.3,-146991,-2,36.6,0,15194,15966,396631,
1991,d) 20 to 49,330385,421200,9921222,10047076,30960,7.5,18924,4.6,1741195,669087,1072108,6.7,17.3,1984244,602149,1382095,6,19.7,-243049,-2.4,34.6,0,7622,9039,440086,
1991,e) 50 to 99,100515,178373,6804767,6914303,16646,9.5,9120,5.2,1104565,422871,681694,6.1,16,1315375,369361,946014,5.3,19,-210810,-3,32,0,1777,2583,240922,
1991,f) 100 to 249,51926,161159,7692724,7801350,14920,9.4,9539,6,1198932,459029,739903,5.9,15.4,1397437,392689,1004748,5,17.9,-198505,-2.5,30.8,0,733,1802,212349,
1991,g) 250 to 499,14868,93348,4920828,4972072,8376,9.1,6501,7,714888,245763,469125,4.9,14.4,808151,219191,588960,4.4,16.3,-93263,-1.9,28.8,0,132,760,89094,
1991,h) 500 to 999,7163,78911,4588848,4627557,7273,9.3,6227,7.9,618716,205848,412868,4.4,13.4,695092,192999,502093,4.2,15,-76376,-1.6,26.8,0,42,502,55098,
1991,i) 1000 to 2499,4769,104532,6593525,6573224,9476,9.2,7484,7.2,830130,305494,524636,4.6,12.6,801753,221831,579922,3.4,12.2,28377,0.4,24.4,0,13,36,35211,
1991,j) 2500 to 4999,1740,81308,4612065,4620009,7114,8.8,6036,7.5,560813,177283,383530,3.8,12.1,587908,181688,406220,3.9,12.7,-27095,-0.6,24.2,1,2,219,,
1991,k) 5000 to 9999,1047,93071,4910412,4922864,7965,8.6,6344,6.9,603693,192361,411332,3.9,12.3,635564,171660,463904,3.5,12.9,-31871,-0.6,24.6,1,1,1,,
1991,l) 10000+,1060,365254,22428913,22456198,34449,9.5,27838,7.7,2786133,993492,1792641,4.4,12.4,2870590,715346,2155244,3.2,12.8,-84457,-0.4,24.8,1,1,1,,
1992,a) 1 to 4,2389749,2394406,5386261,5345626,488662,20.5,426802,17.9,1810167,1232890,577277,23.1,33.9,1653831,1067421,586410,20,30.9,156336,3,61.8,0,330908,332843,851980,
1992,b) 5 to 9,959714,979197,6325313,6308886,56243,5.7,52091,5.3,1417838,587936,829902,9.3,22.5,1356719,551084,805635,8.7,21.5,61119,1,43,0,36280,37815,443259,
1992,c) 10 to 19,545730,596378,7375134,7369235,30818,5.2,29241,4.9,1440251,515324,924927,7,19.5,1405258,513813,891445,7,19.1,34993,0.4,38.2,0,15099,16333,392550,
1992,d) 20 to 49,325250,423622,9843547,9817123,25305,6,19920,4.7,1800431,577419,1223012,5.9,18.3,1727649,551918,1175731,5.6,17.6,72782,0.7,35.2,0,6885,8225,395944,
1992,e) 50 to 99,100130,188419,6849580,6805035,13844,7.4,8827,4.7,1209593,364066,845527,5.3,17.8,1109425,324166,785259,4.8,16.3,100168,1.5,32.6,0,1551,2462,209844,
1992,f) 100 to 249,51899,170875,7773114,7724800,12737,7.5,9532,5.6,1340539,397300,943239,5.1,17.4,1240573,363986,876587,4.7,16.1,99966,1.3,32.2,0,670,1207,196043,
1992,g) 250 to 499,15146,98759,5040557,4981590,8486,8.7,6234,6.4,838839,244101,594738,4.9,16.8,720899,184195,536704,3.7,14.5,117940,2.3,29,0,101,766,65675,
1992,h) 500 to 999,7241,81440,4599265,4571509,8243,10.3,5571,7,682967,203522,479445,4.5,14.9,635871,172774,463097,3.8,13.9,47096,1,27.8,0,31,311,42938,
1992,i) 1000 to 2499,4857,107425,6686293,6639029,9001,8.4,8240,7.7,931065,279152,651913,4.2,14,827737,236754,590983,3.6,12.5,103328,1.5,25,0,13,347,40712,
1992,j) 2500 to 4999,1869,82852,4884160,4851852,6729,8.1,7015,8.5,673088,182848,490240,3.8,13.9,607337,170964,436373,3.5,12.5,65751,1.4,25,0,3,3,20499,
1992,k) 5000 to 9999,1039,91864,4954347,4930848,6264,6.8,6303,6.9,667076,206517,460559,4.2,13.5,621271,161264,460007,3.3,12.6,45805,0.9,25.2,0,,,,
1992,l) 10000+,1029,361083,22009343,22239413,28212,7.7,33819,9.3,2693769,953141,1740628,4.3,12.1,3119434,955433,2164001,4.3,14,-425665,-1.9,24.2,1,1,12,,
1993,a) 1 to 4,2436113,2439903,5521006,5396726,491041,20.4,407891,17,1853831,1246350,607481,23.1,34.4,1578771,1007437,571334,18.7,29.3,275060,5.1,58.6,0,324505,325058,825741,
1993,b) 5 to 9,967061,983990,6423347,6350307,47461,4.8,44192,4.5,1424605,557016,867589,8.8,22.4,1271595,497208,774387,7.8,20,153010,2.4,40,0,33829,34343,411265,
1993,c) 10 to 19,546309,596962,7467590,7393573,19764,3.3,21201,3.5,1412913,448630,964283,6.1,19.1,1258294,433994,824300,5.9,17,154619,2.1,34,0,13274,13779,343054,
1993,d) 20 to 49,324464,423527,9937728,9843376,11284,2.7,14136,3.3,1665624,435979,1229645,4.4,16.9,1469254,441893,1027361,4.5,14.9,196370,2,29.8,0,5551,6256,318602,
1993,e) 50 to 99,99344,188636,6948115,6873252,5965,3.1,7755,4.1,1104082,253921,850161,3.7,16.1,952867,276940,675927,4,13.9,151215,2.2,27.8,0,1205,1803,162595,
1993,f) 100 to 249,52218,174405,7979146,7860736,8502,4.9,9608,5.5,1275693,296738,978955,3.8,16.2,1041434,301318,740116,3.8,13.2,234259,3,26.4,0,492,1384,145142,
1993,g) 250 to 499,15206,100024,5183485,5117443,6800,6.8,6992,7,831318,191084,640234,3.7,16.2,700509,175693,524816,3.4,13.7,130809,2.5,27.4,0,63,239,41119,
1993,h) 500 to 999,7114,80539,4724440,4657176,6275,7.8,5702,7.1,711674,187996,523678,4,15.3,579190,158411,420779,3.4,12.4,132484,2.9,24.8,0,19,97,26145,
1993,i) 1000 to 2499,4691,107988,6690384,6651346,8283,7.7,8044,7.5,836235,211975,624260,3.2,12.6,755288,207934,547354,3.1,11.4,80947,1.2,22.8,0,9,16,27968,
1993,j) 2500 to 4999,1761,86363,5010058,4985619,6622,7.7,5841,6.8,594237,155990,438247,3.1,11.9,544953,144583,400370,2.9,10.9,49284,1,21.8,1,1,215,,
1993,k) 5000 to 9999,990,90299,4973892,4957349,5938,6.6,6048,6.7,587075,173145,413930,3.5,11.8,556385,130135,426250,2.6,11.2,30690,0.6,22.4,0,,,,
1993,l) 10000+,1083,357688,22439663,22392202,28826,8,37929,10.5,3038232,951762,2086470,4.3,13.6,2989741,903248,2086493,4,13.4,48491,0.2,26.8,0,1,2,0,
1994,a) 1 to 4,2483658,2488048,5567173,5478525,503893,20.5,416438,17,1870151,1265143,605008,23.1,34.1,1657687,1039922,617765,19,30.3,212464,3.8,60.6,0,328753,329064,840275,
1994,b) 5 to 9,979307,996828,6492038,6437219,50116,5,46116,4.6,1443029,581044,861985,9,22.4,1320134,517629,802505,8,20.5,122895,1.9,41,0,33944,34260,413540,
1994,c) 10 to 19,552106,600334,7550926,7478709,22707,3.8,22250,3.7,1435963,475083,960880,6.4,19.2,1280468,449830,830638,6,17.1,155495,2.1,34.2,0,13349,13776,345490,
1994,d) 20 to 49,329942,427787,10156523,10016943,17301,4.1,14712,3.4,1756457,524142,1232315,5.2,17.5,1464483,464575,999908,4.6,14.6,291974,2.9,29.2,0,5628,6134,321085,
1994,e) 50 to 99,100976,189845,7101606,6988794,8893,4.7,6994,3.7,1156750,323538,833212,4.6,16.6,925627,283148,642479,4.1,13.2,231123,3.4,26.4,0,1234,1664,167073,
1994,f) 100 to 249,53629,175200,8226774,8089343,9406,5.4,7561,4.3,1295881,353026,942855,4.4,16,1013755,317857,695898,3.9,12.5,282126,3.5,25,0,570,1198,168736,
1994,g) 250 to 499,15434,101725,5270484,5179722,7500,7.4,5410,5.4,818416,216162,602254,4.2,15.8,636416,161298,475118,3.1,12.3,182000,3.5,24.6,0,76,227,50021,
1994,h) 500 to 999,7347,82354,4848653,4774250,7459,9.2,5532,6.8,677736,197516,480220,4.1,14.2,525683,140195,385488,2.9,11,152053,3.2,22,0,23,188,29736,
1994,i) 1000 to 2499,4900,110980,6913693,6838183,10285,9.4,7480,6.8,895962,268743,627219,3.9,13.1,739529,209576,529953,3.1,10.8,156433,2.3,21.6,0,19,192,54112,
1994,j) 2500 to 4999,1821,87516,5104212,5060548,7607,8.8,5003,5.8,592398,172414,419984,3.4,11.7,505235,144712,360523,2.9,10,87163,1.7,20,0,4,4,22054,
1994,k) 5000 to 9999,1036,94197,5189493,5157478,8696,9.4,5480,5.9,621104,184630,436474,3.6,12,558597,135829,422768,2.6,10.8,62507,1.2,21.6,1,1,1,,
1994,l) 10000+,1109,372098,22565550,22606452,34776,9.4,30319,8.2,2779375,1036763,1742612,4.6,12.3,2873212,824617,2048595,3.6,12.7,-93837,-0.4,24.6,0,,,,
1995,a) 1 to 4,2542699,2547186,5707961,5561557,522090,20.8,418499,16.7,1937091,1313385,623706,23.6,34.8,1606658,1031231,575427,18.5,28.9,330433,5.9,57.8,0,331957,332480,838743,
1995,b) 5 to 9,984925,1002143,6586659,6474543,51279,5.1,45373,4.5,1478314,597112,881202,9.2,22.8,1239905,510547,729358,7.9,19.2,238409,3.6,38.4,0,34256,34760,416565,
1995,c) 10 to 19,560865,606333,7743674,7597384,22597,3.7,22328,3.7,1486413,490261,996152,6.5,19.6,1182344,445169,737175,5.9,15.6,304069,4,31.2,0,13365,13915,344928,
1995,d) 20 to 49,338812,433867,10525209,10298653,15963,3.7,15298,3.5,1818568,516424,1302144,5,17.7,1356670,467040,889630,4.5,13.2,461898,4.5,26.4,0,5577,6171,321427,
1995,e) 50 to 99,104479,191111,7392180,7235098,8287,4.3,7591,4,1199186,319228,879958,4.4,16.6,881838,297407,584431,4.1,12.2,317348,4.4,24.4,0,1264,1699,168740,
1995,f) 100 to 249,55766,176814,8579667,8378776,10089,5.8,7165,4.1,1366150,372080,994070,4.4,16.3,958737,294019,664718,3.5,11.4,407413,4.9,22.8,0,492,1031,145818,
1995,g) 250 to 499,15984,102850,5505206,5380646,8553,8.4,6093,6,879562,243076,636486,4.5,16.3,630293,169380,460913,3.1,11.7,249269,4.6,23.4,0,78,273,51901,
1995,h) 500 to 999,7542,87937,5068483,4947468,7817,9,4862,5.6,746986,225054,521932,4.5,15.1,500809,127399,373410,2.6,10.1,246177,5,20.2,0,19,19,26290,
1995,i) 1000 to 2499,4969,113364,7075116,6950734,10685,9.6,7258,6.5,930279,287515,642764,4.1,13.4,682449,176509,505940,2.5,9.8,247830,3.6,19.6,0,9,10,23306,
1995,j) 2500 to 4999,1929,93414,5567427,5444374,9075,9.9,5597,6.1,734639,236984,497655,4.4,13.5,493733,121841,371892,2.2,9.1,240906,4.4,18.2,1,1,1,,
1995,k) 5000 to 9999,1105,90831,5168035,5096710,8987,10.1,5770,6.5,691649,245447,446202,4.8,13.6,549173,131797,417376,2.6,10.8,142476,2.8,21.6,0,1,8,0,
1995,l) 10000+,1123,393686,23599965,23354933,37215,9.5,29808,7.6,2971376,1063591,1907785,4.6,12.7,2491587,667858,1823729,2.9,10.7,479789,2,21.4,0,,,,
1996,a) 1 to 4,2578490,2582721,5759447,5641886,519685,20.4,436369,17.1,1917046,1308295,608751,23.2,34,1661109,1075102,586007,19.1,29.4,255937,4.6,58.8,0,343789,343816,870714,
1996,b) 5 to 9,999492,1016192,6652963,6578332,51521,5.1,47135,4.6,1449155,598202,850953,9.1,22,1294761,531886,762875,8.1,19.7,154394,2.3,39.4,0,35732,35755,435720,
1996,c) 10 to 19,572792,616276,7847832,7766953,23093,3.7,22968,3.7,1435013,495261,939752,6.4,18.5,1276814,468265,808549,6,16.4,158199,2.1,32.8,0,14063,14081,363007,
1996,d) 20 to 49,347686,440517,10701477,10594584,16574,3.8,16155,3.7,1725400,530076,1195324,5,16.3,1534151,514288,1019863,4.9,14.5,191249,1.8,29,0,6086,6098,350383,
1996,e) 50 to 99,107764,193614,7524201,7466383,8312,4.3,7589,3.9,1109190,319238,789952,4.3,14.9,1019156,313256,705900,4.2,13.6,90034,1.3,27.2,0,1353,1372,181009,
1996,f) 100 to 249,57077,176452,8680447,8592989,9007,5.1,7042,4,1251430,366581,884849,4.3,14.6,1111487,322713,788774,3.8,12.9,139943,1.7,25.8,0,544,546,157898,
1996,g) 250 to 499,16186,104659,5511319,5431202,8918,8.7,5501,5.3,830353,246822,583531,4.5,15.3,692766,175230,517536,3.2,12.8,137587,2.5,25.6,0,68,69,44429,
1996,h) 500 to 999,7766,88134,5144699,5064956,7954,9.1,5855,6.7,741131,235626,505505,4.7,14.6,598553,159902,438651,3.2,11.8,142578,2.8,23.6,0,20,20,26021,
1996,i) 1000 to 2499,5105,111838,7124046,7043013,10060,9.1,7253,6.6,918921,298090,620831,4.2,13,763396,195043,568353,2.8,10.8,155525,2.2,21.6,0,8,8,20673,
1996,j) 2500 to 4999,2013,97280,5571273,5538000,8977,9.3,7003,7.3,692862,220739,472123,4,12.5,634298,172777,461521,3.1,11.5,58564,1,23,0,,,,
1996,k) 5000 to 9999,1139,102516,5504915,5451586,9672,9.5,7827,7.7,757081,251471,505610,4.6,13.9,656835,194962,461873,3.6,12,100246,1.9,24,1,2,2,,
1996,l) 10000+,1164,403622,24357307,24258967,38867,9.7,33031,8.2,3236784,1204746,2032038,5,13.3,3046668,905642,2141026,3.7,12.6,190116,0.7,25.2,0,,,,
1997,a) 1 to 4,2613495,2616849,5832544,5715248,528037,20.4,448211,17.4,1946847,1320047,626800,23.1,34.1,1686042,1106974,579068,19.4,29.5,260805,4.6,59,0,351797,351797,894043,
1997,b) 5 to 9,1011715,1026651,6739164,6662505,55567,5.4,51815,5.1,1495498,619392,876106,9.3,22.4,1328583,569839,758744,8.6,19.9,166915,2.5,39.8,0,37632,37633,459450,
1997,c) 10 to 19,582944,625478,7972971,7882281,27972,4.5,28110,4.5,1523538,525078,998460,6.7,19.3,1330449,519587,810862,6.6,16.9,193089,2.4,33.8,0,15207,15209,393460,
1997,d) 20 to 49,356246,453047,10962411,10804366,24750,5.5,22205,4.9,1963208,603693,1359515,5.6,18.2,1635038,590749,1044289,5.5,15.1,328170,3.1,30.2,0,6859,6862,396652,
1997,e) 50 to 99,111375,201416,7762144,7622213,15959,8,11780,5.9,1402385,415728,986657,5.5,18.4,1116010,376074,739936,4.9,14.6,286375,3.8,29.2,0,1472,1472,197248,
1997,f) 100 to 249,58990,186513,8997688,8816478,19445,10.6,12194,6.7,1679440,533956,1145484,6.1,19,1308776,429771,879005,4.9,14.8,370664,4.2,29.6,0,606,606,178234,
1997,g) 250 to 499,16730,109598,5717304,5592449,11655,10.9,6650,6.2,983434,298846,684588,5.3,17.6,734964,215680,519284,3.9,13.1,248470,4.5,26.2,0,76,76,50454,
1997,h) 500 to 999,8058,91208,5252236,5204314,9016,10,6610,7.3,792224,221937,570287,4.3,15.2,695655,219360,476295,4.2,13.4,96569,1.8,26.8,0,39,39,55506,
1997,i) 1000 to 2499,5232,118453,7294058,7197430,12271,10.5,10101,8.6,1118687,336684,782003,4.7,15.5,933701,286669,647032,4,13,184986,2.5,26,0,10,10,28391,
1997,j) 2500 to 4999,2024,93509,5571555,5554836,10141,10.9,8832,9.5,810441,268426,542015,4.8,14.6,779259,226851,552408,4.1,14,31182,0.6,28,0,3,3,24928,
1997,k) 5000 to 9999,1188,107908,5638911,5631130,10484,9.7,11148,10.3,800980,276988,523992,4.9,14.2,786635,249029,537606,4.4,14,14345,0.2,28,1,1,1,,
1997,l) 10000+,1126,412585,25462778,25192107,48967,11.9,45392,11,4007600,1454078,2553522,5.8,15.9,3461866,1205279,2256587,4.8,13.7,545734,2.2,27.4,0,,,,
1998,a) 1 to 4,2626766,2629324,5837685,5762795,514461,19.7,459197,17.6,1904595,1293947,610648,22.5,33,1725535,1129525,596010,19.6,29.9,179060,3.1,59.8,0,361696,361696,911594,
1998,b) 5 to 9,1018519,1031448,6784231,6719933,51035,4.9,49317,4.8,1480940,612052,868888,9.1,22,1337741,564541,773200,8.4,19.9,143199,2.1,39.8,0,37463,37463,457237,
1998,c) 10 to 19,588289,628159,8086479,7991702,22270,3.5,23933,3.8,1528248,539655,988593,6.8,19.1,1326220,507756,818464,6.4,16.6,202028,2.5,33.2,0,15124,15124,391052,
1998,d) 20 to 49,360356,452654,11148817,10990854,13840,3,16310,3.6,1902477,598550,1303927,5.4,17.3,1574180,540594,1033586,4.9,14.3,328297,3,28.6,0,6552,6552,377666,
1998,e) 50 to 99,112203,200757,7899317,7776737,6828,3.4,8092,4,1290586,373128,917458,4.8,16.6,1040024,339960,700064,4.4,13.4,250562,3.2,26.8,0,1460,1480,196338,
1998,f) 100 to 249,60017,188659,9198322,9030441,10251,5.5,8937,4.8,1532776,453036,1079740,5,17,1195320,392045,803275,4.3,13.2,337456,3.8,26.4,0,625,625,185791,
1998,g) 250 to 499,16961,111075,5806575,5709942,9937,9.1,7375,6.7,966283,276573,689710,4.8,16.9,772067,235721,536346,4.1,13.5,194216,3.4,27,0,112,112,75839,
1998,h) 500 to 999,8204,96185,5455856,5341047,10704,11.4,6604,7,917480,286033,631447,5.4,17.2,685022,204014,481008,3.8,12.8,232458,4.4,25.6,0,34,34,44635,
1998,i) 1000 to 2499,5245,121307,7355295,7219155,11518,9.7,7534,6.3,1080895,356582,724313,4.9,15,803687,229086,574601,3.2,11.1,277208,3.9,22.2,0,7,7,20674,
1998,j) 2500 to 4999,2020,94112,5733480,5597933,11101,12.1,6403,7,806822,245628,561194,4.4,14.4,543063,147793,395270,2.6,9.7,263759,4.7,19.4,0,,,,
1998,k) 5000 to 9999,1198,118099,6116158,5994920,12770,11,9247,8,956029,312212,643817,5.2,15.9,713047,200496,512551,3.3,11.9,242982,4,23.8,1,1,1,,
1998,l) 10000+,1181,437379,26853516,26591552,51552,11.9,40985,9.5,3656682,1297129,2359553,4.9,13.8,3138695,1032762,2105933,3.9,11.8,517987,2,23.6,0,,,,
1999,a) 1 to 4,2634089,2637353,5833491,5770304,497892,19,457497,17.5,1860785,1246662,614123,21.6,32.2,1715241,1122220,593021,19.4,29.7,145544,2.5,59.4,0,355204,355204,893835,
1999,b) 5 to 9,1022751,1036310,6811766,6756387,49192,4.7,49308,4.8,1459073,585348,873725,8.7,21.6,1337967,573392,764575,8.5,19.8,121106,1.8,39.6,0,37624,37624,459733,
1999,c) 10 to 19,594703,633118,8175376,8093612,21848,3.4,23954,3.8,1495120,506143,988977,6.3,18.5,1320526,523754,796772,6.5,16.3,174594,2.2,32.6,0,15443,15443,399505,
1999,d) 20 to 49,366667,454812,11346367,11209712,14666,3.2,16693,3.7,1852198,573657,1278541,5.1,16.5,1570726,582946,987780,5.2,14,281472,2.5,28,0,6945,6945,399545,
1999,e) 50 to 99,114137,199437,8042107,7943100,7814,3.9,7700,3.9,1230553,367489,863064,4.6,15.5,1028629,376251,652378,4.7,12.9,201924,2.6,25.8,0,1652,1652,222797,
1999,f) 100 to 249,60800,188353,9296027,9157159,12142,6.5,8275,4.4,1442812,449879,992933,4.9,15.8,1159345,386977,772368,4.2,12.7,283467,3.1,25.4,0,649,649,187297,
1999,g) 250 to 499,17595,113850,6039448,5937034,11023,9.9,6905,6.2,982604,324813,657791,5.5,16.6,772470,224238,548232,3.8,13,210134,3.6,26,0,86,86,56158,
1999,h) 500 to 999,8298,96707,5511226,5423947,10534,11,7721,8.1,879528,309817,569711,5.7,16.2,701104,208186,492918,3.8,12.9,178424,3.3,25.8,0,26,26,32281,
1999,i) 1000 to 2499,5390,121944,7644211,7531546,11130,9.2,7749,6.4,1089991,355969,734022,4.7,14.5,863207,253285,609922,3.4,11.5,226784,3,23,0,11,11,29230,
1999,j) 2500 to 4999,2147,98093,5758789,5697330,10317,10.7,6452,6.7,799831,256144,543687,4.5,14,674689,194790,479899,3.4,11.8,125142,2.2,23.6,1,2,2,,
1999,k) 5000 to 9999,1317,116770,6166688,6084754,14506,12.7,9519,8.3,955766,366865,588901,6,15.7,791919,208470,583449,3.4,13,163847,2.7,26,0,,,,
1999,l) 10000+,1251,477874,28440075,28261366,54687,11.6,41546,8.8,4058515,1468821,2589694,5.2,14.4,3735288,1247422,2487866,4.4,13.2,323227,1.2,26.4,0,,,,
2000,a) 1 to 4,2616667,2620485,5822610,5755669,481697,18.4,469761,18,1847182,1229338,617844,21.4,32.1,1717337,1143260,574077,19.9,29.8,129845,2.3,59.6,0,348262,348262,870935,
2000,b) 5 to 9,1026469,1040783,6871917,6778964,50330,4.8,49345,4.7,1494380,592875,901505,8.7,22,1308859,570947,737912,8.4,19.3,185521,2.7,38.6,0,36375,36375,444183,
2000,c) 10 to 19,604787,643195,8355117,8220244,23231,3.6,23398,3.6,1560259,522129,1038130,6.4,19,1292051,510253,781798,6.2,15.7,268208,3.3,31.4,0,14720,14720,380586,
2000,d) 20 to 49,375666,461999,11668143,11457554,16049,3.5,15511,3.4,1951444,586815,1364629,5.1,17,1527865,556044,971821,4.9,13.3,423579,3.7,26.6,0,6486,6486,372251,
2000,e) 50 to 99,117817,201050,8331401,8168438,7309,3.6,6532,3.3,1294506,359618,934888,4.4,15.8,967014,330059,636955,4,11.8,327492,4,23.6,0,1391,1404,187406,
2000,f) 100 to 249,62736,191091,9685191,9453792,12783,6.8,8524,4.5,1594266,470474,1123792,5,16.9,1129458,356668,772790,3.8,11.9,464808,5,23.8,0,568,568,167316,
2000,g) 250 to 499,17956,115816,6203139,6054306,10482,9.2,6904,6.1,1030743,309650,721093,5.1,17,735302,220941,514361,3.6,12.1,295441,4.9,24.2,0,102,102,67306,
2000,h) 500 to 999,8518,97025,5680404,5568250,9616,10.1,6742,7.1,900426,284849,615577,5.1,16.2,675930,208766,467164,3.7,12.1,224496,4.1,24.2,0,26,26,35073,
