year2,sic1,fsize,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1982,50,k) 5000 to 9999,329,6093,197489,201193,569,9.3,660,10.7,34911,9771,25140,4.9,17.4,42085,16811,25274,8.4,20.9,-7174,-3.5,34.8,0,,,
1982,50,l) 10000+,484,32245,1019887,1026145,3008,9.3,3473,10.7,224186,98691,125495,9.6,21.8,232679,79099,153580,7.7,22.7,-8493,-0.9,43.6,0,,,
1982,52,a) 1 to 4,472197,475641,1162966,1149238,118592,24.9,111799,23.5,470449,346968,123481,30.2,40.9,429751,303566,126185,26.4,37.4,40698,3.5,74.8,0,75954,75957,207706
1982,52,b) 5 to 9,217921,227211,1470604,1450134,25239,11.4,14512,6.5,406538,246149,160389,17,28,362634,173554,189080,12,25,43904,3,50,0,9554,9561,117438
1982,52,c) 10 to 19,124194,141165,1686503,1668101,14772,10.8,6371,4.6,395396,238104,157292,14.3,23.7,356740,149312,207428,9,21.4,38656,2.3,42.8,0,3855,3889,98963
1982,52,d) 20 to 49,69335,96969,2061744,2032420,11429,12.3,3391,3.6,430441,255397,175044,12.6,21.2,369675,132119,237556,6.5,18.2,60766,3,36.4,0,1412,1502,78342
1982,52,e) 50 to 99,17820,39504,1140027,1121929,4901,12.9,1816,4.8,216364,112176,104188,10,19.3,178840,49467,129373,4.4,15.9,37524,3.4,31.8,0,141,217,18508
1982,52,f) 100 to 249,6978,37684,913372,892680,4625,12.7,2113,5.8,196502,97080,99422,10.9,22,154621,44914,109707,5,17.3,41881,4.7,34.6,0,44,70,11803
1982,52,g) 250 to 499,1825,23674,491715,475323,3058,13.5,1166,5.1,108909,55446,53463,11.7,22.9,75469,17088,58381,3.6,15.9,33440,7,31.8,0,3,3,1870
1982,52,h) 500 to 999,880,20899,418270,404037,2554,12.7,1024,5.1,83317,41875,41442,10.4,20.6,54676,13907,40769,3.4,13.5,28641,7.1,27,0,,,
1982,52,i) 1000 to 2499,596,27666,546199,518053,2605,9.6,1541,5.7,124506,58865,65641,11.4,24,68246,18287,49959,3.5,13.2,56260,10.8,26.4,0,,,
1982,52,j) 2500 to 4999,313,21619,478467,478067,2279,10.8,1186,5.6,86719,42262,44457,8.8,18.1,85659,29538,56121,6.2,17.9,1060,0.2,35.8,0,,,
1982,52,k) 5000 to 9999,202,25271,562719,546227,2705,10.9,1746,7,114954,73339,41615,13.4,21,81934,26147,55787,4.8,15,33020,6,30,0,,,
1982,52,l) 10000+,383,130910,4386330,4296609,17197,13.6,7544,6,883710,476290,407420,11.1,20.6,703628,152437,551191,3.5,16.4,180082,4.2,32.8,0,,,
1982,60,a) 1 to 4,204498,204583,405585,407117,36284,17.4,34684,16.6,116905,77425,39480,19,28.7,108392,67696,40696,16.6,26.6,8513,2.1,53.2,1,22768,22772,
1982,60,b) 5 to 9,46227,46476,295082,296505,2168,4.7,1620,3.5,58287,24518,33769,8.3,19.7,60415,19491,40924,6.6,20.4,-2128,-0.7,39.4,0,1070,1070,13061
1982,60,c) 10 to 19,22725,23197,304007,303623,943,4.1,667,2.9,53549,19917,33632,6.6,17.6,52374,16653,35721,5.5,17.2,1175,0.4,34.4,0,408,412,10619
1982,60,d) 20 to 49,14894,17161,448027,444473,897,5.3,512,3,69861,25218,44643,5.7,15.7,62521,20157,42364,4.5,14.1,7340,1.6,28.2,0,231,280,13123
1982,60,e) 50 to 99,5094,9034,330598,327636,537,6,333,3.7,48523,18585,29938,5.7,14.8,42670,14656,28014,4.5,13,5853,1.8,26,0,66,77,8833
1982,60,f) 100 to 249,3011,12143,382223,379646,817,6.8,558,4.6,57045,19174,37871,5.1,15,51740,16656,35084,4.4,13.6,5305,1.4,27.2,1,28,35,
1982,60,g) 250 to 499,1108,9307,279873,275158,751,8.2,379,4.2,44754,14743,30011,5.4,16.3,35373,8573,26800,3.1,12.9,9381,3.4,25.8,0,4,4,1830
1982,60,h) 500 to 999,686,9752,294421,287731,848,8.9,411,4.3,45511,14249,31262,5,15.8,32128,7531,24597,2.6,11.2,13383,4.6,22.4,1,1,1,
1982,60,i) 1000 to 2499,539,15181,501098,492249,1197,8,824,5.5,67400,23754,43646,4.8,13.7,49638,8493,41145,1.7,10.1,17762,3.6,20.2,0,,,
1982,60,j) 2500 to 4999,288,13783,485872,483530,859,6.3,599,4.4,54376,16755,37621,3.5,11.2,49518,6929,42589,1.4,10.2,4858,1,20.4,0,,,
1982,60,k) 5000 to 9999,175,11147,429513,421709,637,5.7,709,6.3,66709,23661,43048,5.6,15.8,50936,16173,34763,3.8,12.1,15773,3.7,24.2,0,,,
1982,60,l) 10000+,274,33486,1266657,1282072,2272,6.6,3880,11.3,146152,46778,99374,3.6,11.4,176395,40676,135719,3.2,13.8,-30243,-2.4,22.8,0,,,
1982,70,a) 1 to 4,788422,791577,1775399,1690615,178639,23.2,115503,15,640414,446599,193815,26.4,37.9,442891,274460,168431,16.2,26.2,197523,11.7,52.4,0,72957,72957,176106
1982,70,b) 5 to 9,263852,270385,1721470,1684427,18605,7,9447,3.6,404336,183989,220347,10.9,24,327436,110614,216822,6.6,19.4,76900,4.6,38.8,0,5865,5870,71200
1982,70,c) 10 to 19,123450,134052,1654188,1626733,9258,7,3801,2.9,343973,147656,196317,9.1,21.1,287360,89300,198060,5.5,17.7,56613,3.4,35.4,0,2085,2091,53901
1982,70,d) 20 to 49,67107,84412,2016840,1979965,7629,9.3,2598,3.2,425710,195281,230429,9.9,21.5,353149,118887,234262,6,17.8,72561,3.7,35.6,0,1176,1221,71017
1982,70,e) 50 to 99,22324,36990,1509822,1479825,3628,10.1,1604,4.5,304308,136570,167738,9.2,20.6,245515,80131,165384,5.4,16.6,58793,4,33.2,0,316,345,41798
1982,70,f) 100 to 249,13751,32081,1945307,1920817,3161,10.1,1625,5.2,362198,150493,211705,7.8,18.9,313554,89621,223933,4.7,16.3,48644,2.6,32.6,0,149,165,42669
1982,70,g) 250 to 499,4412,14657,1321150,1296427,1535,10.7,810,5.7,234667,83052,151615,6.4,18.1,184275,45046,139229,3.5,14.2,50392,3.9,28.4,0,22,37,15065
1982,70,h) 500 to 999,2295,11244,1317880,1276059,1401,12.8,737,6.8,220408,,,,17.3,139689,34782,104907,2.7,10.9,80719,6.4,21.8,1,8,8,10569
1982,70,i) 1000 to 2499,1634,12125,1836663,1805794,1466,12,1635,13.4,228351,69382,158969,3.8,12.6,166631,53369,113262,3,9.2,61720,3.4,18.4,0,7,14,21309
1982,70,j) 2500 to 4999,533,6571,950126,908299,904,14.4,325,5.2,170091,78438,91653,8.6,18.7,87799,,65359,,9.7,82292,9,19.4,1,,,
1982,70,k) 5000 to 9999,326,9819,857081,792557,1071,11.2,530,5.5,204669,,,,25.8,75556,,58317,,9.5,129113,16.3,19,1,,,
1982,70,l) 10000+,441,22187,2364317,2244234,2948,13.6,1838,8.5,552534,246258,306276,11,24.6,306702,77797,228905,3.5,13.7,245832,10.9,27.4,0,,,
1983,07,a) 1 to 4,27857,27864,64074,60901,6657,24.9,4748,17.7,25344,16597,8747,27.3,41.6,19521,11966,7555,19.6,32.1,5823,9.5,64.2,0,3040,3040,7882
1983,07,b) 5 to 9,10057,10074,66001,64982,480,4.8,400,4,16163,5580,10583,8.6,24.9,14174,4715,9459,7.3,21.8,1989,3.1,43.6,0,262,262,3169
1983,07,c) 10 to 19,4291,4340,56150,56265,126,2.9,126,2.9,11142,3087,8055,5.5,19.8,11358,3084,8274,5.5,20.2,-216,-0.4,39.6,0,87,87,2276
1983,07,d) 20 to 49,1438,1529,40848,40878,51,3.3,53,3.5,9403,2492,6911,6.1,23,9446,2490,6956,6.1,23.1,-43,-0.1,46,0,21,23,1154
1983,07,e) 50 to 99,317,415,19565,20051,42,10.3,28,6.9,4756,1401,3355,7,23.7,5626,2293,3333,11.4,28.1,-870,-4.4,47.4,0,8,8,1126
1983,07,f) 100 to 249,176,273,18447,19523,24,8.8,23,8.4,4106,1461,2645,7.5,21,6257,2465,3792,12.6,32,-2151,-11,42,0,5,5,1352
1983,07,g) 250 to 499,66,117,10638,10363,11,9.7,4,3.5,2089,484,1605,4.7,20.2,1538,,1503,,14.8,551,5.4,29.6,1,,,
1983,07,h) 500 to 999,33,113,9951,11607,6,5.3,8,7,1714,138,1576,1.2,14.8,5026,387,4639,3.3,43.3,-3312,-28.5,29.6,0,,,
1983,07,i) 1000 to 2499,26,101,7069,7032,6,5.9,6,5.9,1932,209,1723,3,27.5,1857,,1818,,26.4,75,1.1,52.8,1,,,
1983,07,j) 2500 to 4999,15,385,8701,8484,112,31.5,54,15.2,2373,,,,28,1938,810,1128,9.5,22.8,435,5.2,45.6,1,,,
1983,07,k) 5000 to 9999,13,88,2898,2835,6,6.1,27,27.4,484,,,,17.1,357,95,262,3.4,12.6,127,4.5,25.2,1,,,
1983,07,l) 10000+,30,185,7797,9367,10,5.4,10,5.4,913,115,798,1.2,9.7,4052,,2974,,43.3,-3139,-33.6,19.4,1,,,
1983,10,a) 1 to 4,11877,11885,26990,28316,3141,26.2,3516,29.3,11242,8737,2505,30.9,39.7,14070,10287,3783,36.3,49.7,-2828,-10,79.4,1,2784,2784,
1983,10,b) 5 to 9,5013,5047,32937,36312,408,7.9,676,13,9415,5050,4365,13.9,25.9,16054,8429,7625,23.2,44.2,-6639,-18.3,51.8,0,556,557,7042
1983,10,c) 10 to 19,4060,4166,52796,58856,221,5.2,393,9.2,11617,5574,6043,9.5,19.7,23796,9829,13967,16.7,40.4,-12179,-20.7,39.4,0,320,322,8363
1983,10,d) 20 to 49,3139,3438,82732,95274,104,3,218,6.2,12752,4153,8599,4.4,13.4,38141,10596,27545,11.1,40,-25389,-26.6,26.8,0,152,152,8529
1983,10,e) 50 to 99,1013,1331,56571,64951,79,5.9,109,8.1,9127,3278,5849,5,14.1,25777,7023,18754,10.8,39.7,-16650,-25.6,28.2,0,32,32,4291
1983,10,f) 100 to 249,628,1126,63736,76110,100,8.8,108,9.6,8570,3587,4983,4.7,11.3,33317,6794,26523,8.9,43.8,-24747,-32.5,22.6,0,9,13,2858
1983,10,g) 250 to 499,228,661,42294,49782,54,8,86,12.7,5950,2508,3442,5,12,21003,2834,18169,5.7,42.2,-15053,-30.2,24,1,1,1,
1983,10,h) 500 to 999,112,403,27923,31805,39,9.6,48,11.8,6317,2171,4146,6.8,19.9,14080,1707,12373,5.4,44.3,-7763,-24.4,39.8,0,,,
1983,10,i) 1000 to 2499,134,637,51171,56826,49,7.6,66,10.2,10218,4654,5564,8.2,18,21527,5289,16238,9.3,37.9,-11309,-19.9,36,0,,,
1983,10,j) 2500 to 4999,77,620,58339,65233,68,10.9,72,11.6,7033,3793,3240,5.8,10.8,20821,4644,16177,7.1,31.9,-13788,-21.1,21.6,0,,,
1983,10,k) 5000 to 9999,67,834,69038,76772,103,12.6,72,8.8,10315,4259,6056,5.5,13.4,25782,2118,23664,2.8,33.6,-15467,-20.2,26.8,0,,,
1983,10,l) 10000+,134,2800,331646,358929,276,9.7,357,12.6,43610,17588,26022,4.9,12.2,98278,14673,83605,4.1,27.4,-54668,-15.2,24.4,0,,,
1983,15,a) 1 to 4,221025,221043,509781,504139,48793,22.1,50860,23.1,207121,128933,78188,25.6,41.1,201976,128217,73759,25.4,40.1,5145,1,80.2,1,32466,32466,
1983,15,b) 5 to 9,79895,79956,532079,528573,4575,5.7,4522,5.7,160287,54336,105951,10.3,30.3,154073,54338,99735,10.3,29.1,6214,1.2,58.2,0,3431,3432,41547
1983,15,c) 10 to 19,42504,42671,571283,572711,1274,3,1528,3.6,144059,31770,112289,5.5,25.2,147715,37559,110156,6.6,25.8,-3656,-0.6,50.4,0,1142,1143,28879
1983,15,d) 20 to 49,22580,23115,658062,665274,419,1.8,555,2.4,151667,22126,129541,3.3,22.8,165733,28150,137583,4.2,24.9,-14066,-2.1,45.6,0,380,386,21329
1983,15,e) 50 to 99,5675,6210,363929,372004,162,2.6,227,3.6,80214,11028,69186,3,21.6,96277,12243,84034,3.3,25.9,-16063,-4.3,43.2,0,63,63,7687
1983,15,f) 100 to 249,2438,3346,305813,319067,145,4.3,202,6,63215,8277,54938,2.6,19.8,89661,12784,76877,4,28.1,-26446,-8.3,39.6,0,23,25,5909
1983,15,g) 250 to 499,585,1112,137109,147335,74,6.6,95,8.5,27951,3171,24780,2.2,19,48403,5510,42893,3.7,32.9,-20452,-13.9,38,1,1,1,
1983,15,h) 500 to 999,271,753,100074,107513,73,9.6,85,11.2,21016,3577,17439,3.3,19.5,35895,5055,30840,4.7,33.4,-14879,-13.9,39,0,,,
1983,15,i) 1000 to 2499,171,835,102962,107755,124,15,104,12.6,29444,5483,23961,5.1,27.3,39234,12577,26657,11.7,36.4,-9790,-9.1,54.6,0,,,
1983,15,j) 2500 to 4999,74,478,64634,72427,42,8.8,44,9.2,9498,1907,7591,2.6,13.1,25083,2948,22135,4.1,34.6,-15585,-21.5,26.2,0,,,
1983,15,k) 5000 to 9999,57,369,61918,67099,28,7.5,37,9.9,11724,2035,9689,3,17.5,22086,1828,20258,2.7,32.9,-10362,-15.4,35,0,,,
1983,15,l) 10000+,106,1297,165082,190803,61,4.7,71,5.5,15462,4223,11239,2.2,8.1,66904,8101,58803,4.2,35.1,-51442,-27,16.2,0,,,
1983,20,a) 1 to 4,86241,86258,218380,218120,20303,23.7,20021,23.4,87535,62348,25187,28.6,40.1,88519,60310,28209,27.6,40.6,-984,-0.5,80.2,0,15182,15189,47401
1983,20,b) 5 to 9,56799,56890,386420,391921,3794,6.7,3956,6.9,96417,46457,49960,11.9,24.6,107691,48472,59219,12.4,27.5,-11274,-2.9,49.2,0,3217,3221,39832
1983,20,c) 10 to 19,49870,50238,680319,696429,1732,3.4,2352,4.7,123977,44349,79628,6.4,17.8,156623,59138,97485,8.5,22.5,-32646,-4.7,35.6,0,1769,1788,46431
1983,20,d) 20 to 49,42977,44605,1288182,1322296,1161,2.6,1569,3.5,191693,56363,135330,4.3,14.5,259699,79311,180388,6,19.6,-68006,-5.1,29,0,979,994,57232
1983,20,e) 50 to 99,17166,19877,1118919,1146897,617,3.1,809,4.1,148565,36952,111613,3.2,13,204212,54068,150144,4.7,17.8,-55647,-4.8,26,0,233,258,31014
1983,20,f) 100 to 249,10606,16259,1425922,1457701,770,4.7,801,4.9,184388,50568,133820,3.5,12.6,248811,61472,187339,4.2,17.1,-64423,-4.5,25.2,0,72,85,20052
1983,20,g) 250 to 499,3704,8675,1050437,1075097,415,4.8,514,5.9,129296,31533,97763,2.9,12,178769,34336,144433,3.2,16.6,-49473,-4.6,24,0,7,8,4236
1983,20,h) 500 to 999,1894,6417,964351,1001121,340,5.3,411,6.4,102795,24682,78113,2.5,10.3,176413,39909,136504,4,17.6,-73618,-7.3,20.6,1,1,1,
1983,20,i) 1000 to 2499,1284,7630,1255492,1303152,431,5.6,559,7.3,126353,38346,88007,2.9,9.7,221924,49182,172742,3.8,17,-95571,-7.3,19.4,1,1,1,
1983,20,j) 2500 to 4999,594,5786,1105410,1131143,312,5.4,400,6.9,142090,29570,112520,2.6,12.6,193659,33834,159825,3,17.1,-51569,-4.5,25.2,0,,,
1983,20,k) 5000 to 9999,447,6306,1354838,1394089,265,4.2,390,6.1,121959,25029,96930,1.8,8.7,199625,36401,163224,2.6,14.3,-77666,-5.6,17.4,0,,,
1983,20,l) 10000+,632,20047,7126375,7399306,840,4.1,1344,6.6,529712,135293,394419,1.8,7.2,1075859,203243,872616,2.7,14.5,-546147,-7.3,14.4,0,,,
1983,40,a) 1 to 4,67758,67800,154179,151646,15719,23.6,14573,21.8,57789,40286,17503,26.6,38.1,54295,36853,17442,24.3,35.8,3494,2.3,71.6,1,11134,11136,
1983,40,b) 5 to 9,27044,27349,181792,182027,1719,6.3,1825,6.7,45277,20868,24409,11.5,24.9,46083,21643,24440,11.9,25.3,-806,-0.4,49.8,0,1445,1448,17667
1983,40,c) 10 to 19,17956,18737,244251,246067,652,3.5,801,4.3,46337,15949,30388,6.5,18.8,49967,18846,31121,7.7,20.3,-3630,-1.5,37.6,0,578,588,14838
1983,40,d) 20 to 49,11703,12946,344573,346661,300,2.3,438,3.4,52040,12014,40026,3.5,15,56259,17486,38773,5,16.2,-4219,-1.2,30,0,233,261,13267
1983,40,e) 50 to 99,3522,4829,223787,226543,207,4.3,265,5.5,31468,6995,24473,3.1,13.9,36848,9409,27439,4.2,16.3,-5380,-2.4,27.8,0,40,40,5256
1983,40,f) 100 to 249,1957,4468,241960,245907,260,5.7,403,8.9,34234,6980,27254,2.8,13.9,41909,12448,29461,5.1,17,-7675,-3.1,27.8,0,22,55,5516
1983,40,g) 250 to 499,710,3301,163387,164298,263,8,255,7.7,25807,6004,19803,3.7,15.7,27640,,21489,,16.8,-1833,-1.1,31.4,1,1,7,
1983,40,h) 500 to 999,420,3007,153645,155854,265,8.7,324,10.7,23396,6847,16549,4.4,15,27814,7757,20057,5,17.8,-4418,-2.8,30,0,,,
1983,40,i) 1000 to 2499,353,4905,251804,253269,382,7.8,402,8.2,35677,12617,23060,5,14.1,38619,,31239,,15.2,-2942,-1.1,28.2,1,,,
1983,40,j) 2500 to 4999,184,3680,250376,257243,334,8.9,446,11.9,32056,19210,12846,7.5,12.5,45789,12399,33390,4.8,17.8,-13733,-5.3,25,0,,,
1983,40,k) 5000 to 9999,176,4330,320900,324129,487,11.5,328,7.7,41527,16495,25032,5.1,12.8,48202,7820,40382,2.4,14.9,-6675,-2.1,25.6,0,,,
1983,40,l) 10000+,284,21171,2073192,2156776,3884,17.7,5347,24.4,719923,307522,412401,14.3,33.4,886231,,401970,,41.1,-166308,-7.7,66.8,1,,,
1983,50,a) 1 to 4,136410,136819,321443,317211,29430,21.8,26665,19.8,109404,77467,31937,24.4,34.5,102473,69575,32898,21.9,32.3,6931,2.2,64.6,1,20262,20283,
1983,50,b) 5 to 9,71760,73719,473641,477077,2984,4,3400,4.6,86331,33572,52759,7,18.1,93319,37764,55555,7.9,19.6,-6988,-1.5,36.2,0,2395,2427,28967
1983,50,c) 10 to 19,51343,57128,673716,680121,1296,2.3,1587,2.8,90017,24528,65489,3.6,13.2,103138,29342,73796,4.3,15.2,-13121,-2,26.4,0,788,816,19882
1983,50,d) 20 to 49,31017,42761,858857,868338,836,1.9,1195,2.8,102161,20396,81765,2.3,11.8,121237,28783,92454,3.3,14,-19076,-2.2,23.6,0,296,346,16136
1983,50,e) 50 to 99,8542,17176,476716,484269,918,5.3,986,5.7,65316,14928,50388,3.1,13.5,80252,18874,61378,3.9,16.6,-14936,-3.1,27,0,47,88,5704
1983,50,f) 100 to 249,4783,14439,449900,456806,1052,7.3,993,6.9,68532,16235,52297,3.6,15,82275,20900,61375,4.6,18,-13743,-3,30,0,21,37,3793
1983,50,g) 250 to 499,1695,7762,240574,244685,591,7.6,691,8.8,38341,11456,26885,4.7,15.7,46570,11820,34750,4.8,19,-8229,-3.3,31.4,1,1,1,
1983,50,h) 500 to 999,1021,6326,175442,177915,513,8.1,596,9.4,32974,10653,22321,6,18.5,37955,11100,26855,6.2,21.3,-4981,-2.8,37,0,,,
1983,50,i) 1000 to 2499,795,7490,213886,219149,547,7.2,803,10.5,33263,10820,22443,4.9,15.2,43835,15573,28262,7.1,20,-10572,-4.8,30.4,0,,,
1983,50,j) 2500 to 4999,427,6346,177386,177153,508,8,593,9.3,33902,11172,22730,6.3,19.1,33484,11755,21729,6.6,18.9,418,0.2,37.8,0,,,
1983,50,k) 5000 to 9999,341,6180,182554,193720,463,7.4,631,10.1,25970,9389,16581,4.8,13.4,48339,11181,37158,5.8,25,-22369,-11.6,26.8,0,,,
1983,50,l) 10000+,478,30816,934819,978228,2245,7.2,3219,10.3,156834,54364,102470,5.6,16,244862,70313,174549,7.2,25,-88028,-9,32,0,,,
1983,52,a) 1 to 4,476384,478666,1149004,1145274,107576,22.6,108600,22.8,421653,311000,110653,27.2,36.8,425788,302396,123392,26.4,37.2,-4135,-0.4,73.6,0,86065,86163,244399
1983,52,b) 5 to 9,216799,225634,1451866,1451600,16198,7.2,15470,6.9,345605,186595,159010,12.9,23.8,347110,171662,175448,11.8,23.9,-1505,-0.1,47.6,0,10893,11059,133257
1983,52,c) 10 to 19,123128,141377,1671542,1670030,7708,5.5,7605,5.4,338592,167949,170643,10.1,20.3,336279,146291,189988,8.8,20.1,2313,0.2,40.2,0,4220,4371,108133
1983,52,d) 20 to 49,69153,97660,2057856,2041111,4513,4.6,4330,4.4,361842,154372,207470,7.6,17.7,330029,117597,212432,5.8,16.2,31813,1.5,32.4,0,1368,1579,74591
1983,52,e) 50 to 99,18356,41912,1173967,1166511,3029,7.3,2612,6.3,197464,61617,135847,5.3,16.9,182885,50308,132577,4.3,15.7,14579,1.2,31.4,0,154,333,19681
1983,52,f) 100 to 249,7163,38806,926508,925674,3557,9.3,2755,7.2,177497,60237,117260,6.5,19.2,175688,48837,126851,5.3,19,1809,0.2,38,0,53,279,14054
1983,52,g) 250 to 499,1943,24708,517828,516399,2310,9.4,1825,7.5,109660,46146,63514,8.9,21.2,106191,30914,75277,6,20.6,3469,0.6,41.2,0,7,67,4457
1983,52,h) 500 to 999,939,21693,428564,426089,2002,9.3,1572,7.3,83212,36910,46302,8.7,19.5,78293,23462,54831,5.5,18.4,4919,1.1,36.8,0,,,
1983,52,i) 1000 to 2499,625,26550,498930,507373,1951,7.3,2351,8.8,99252,36453,62799,7.2,19.6,116182,36633,79549,7.2,22.9,-16930,-3.3,39.2,0,,,
1983,52,j) 2500 to 4999,326,21018,499030,499269,1801,8.7,1408,6.8,82783,41952,40831,8.4,16.6,83483,27055,56428,5.4,16.7,-700,-0.1,33.2,0,,,
1983,52,k) 5000 to 9999,228,26568,597300,591146,1975,7.4,2177,8.2,122707,51678,71029,8.7,20.8,110610,24301,86309,4.1,18.7,12097,2.1,37.4,0,,,
1983,52,l) 10000+,417,134098,4212294,4311848,10719,8,9512,7.1,647281,249286,397995,5.8,15,846451,218925,627526,5.1,19.6,-199170,-4.6,30,0,,,
1983,60,a) 1 to 4,213880,213941,418019,409349,33753,16.1,31163,14.9,108498,70799,37699,17.3,26.5,99355,64446,34909,15.7,24.3,9143,2.2,48.6,0,22821,22830,48825
1983,60,b) 5 to 9,46323,46520,300241,296910,1923,4.1,1706,3.7,58450,23031,35419,7.8,19.7,51700,20143,31557,6.8,17.4,6750,2.3,34.8,0,1332,1337,16178
1983,60,c) 10 to 19,22617,23082,305308,303198,734,3.2,829,3.6,52328,17531,34797,5.8,17.3,47610,19283,28327,6.4,15.7,4718,1.6,31.4,0,574,587,14962
1983,60,d) 20 to 49,14749,16840,444436,440977,438,2.6,609,3.6,66792,17296,49496,3.9,15.1,59459,25845,33614,5.9,13.5,7333,1.6,27,0,315,326,18197
1983,60,e) 50 to 99,5203,9137,338681,333165,417,4.6,447,4.9,49790,10972,38818,3.3,14.9,38757,14454,24303,4.3,11.6,11033,3.3,23.2,0,63,111,8258
1983,60,f) 100 to 249,3038,11709,391471,380806,913,7.9,572,5,68733,21667,47066,5.7,18,47895,16253,31642,4.3,12.6,20838,5.4,25.2,0,24,32,6661
1983,60,g) 250 to 499,1133,9203,280414,275656,889,9.9,486,5.4,49499,16254,33245,5.9,18,39982,10227,29755,3.7,14.5,9517,3.5,29,1,1,1,
1983,60,h) 500 to 999,677,10362,301580,299276,858,8.4,530,5.2,48360,12786,35574,4.3,16.2,43757,12848,30909,4.3,14.6,4603,1.6,29.2,1,1,1,
1983,60,i) 1000 to 2499,535,14701,479164,473001,1449,10,961,6.6,73171,24463,48708,5.2,15.5,60867,17165,43702,3.6,12.9,12304,2.6,25.8,0,,,
1983,60,j) 2500 to 4999,293,14883,505998,498668,1211,8.3,748,5.1,82077,40683,41394,8.2,16.5,67418,13648,53770,2.7,13.5,14659,3,27,0,,,
1983,60,k) 5000 to 9999,181,12305,486235,477714,949,7.7,976,7.9,88097,27072,61025,5.7,18.4,71103,21875,49228,4.6,14.9,16994,3.5,29.8,0,,,
1983,60,l) 10000+,269,34671,1249224,1271879,3912,11.4,3439,10,164075,65206,98869,5.1,12.9,208502,72142,136360,5.7,16.4,-44427,-3.5,25.8,0,,,
1983,70,a) 1 to 4,829644,831851,1821867,1754716,161339,20.1,119382,14.9,570771,392373,178398,22.4,32.5,455081,289957,165124,16.5,25.9,115690,6.6,51.8,0,86537,86593,217451
1983,70,b) 5 to 9,272366,279446,1768331,1746546,11985,4.3,10012,3.6,352477,135708,216769,7.8,20.2,311231,111129,200102,6.4,17.8,41246,2.4,35.6,0,6978,7030,83893
1983,70,c) 10 to 19,125952,138097,1682985,1670628,4523,3.3,3950,2.9,291944,96950,194994,5.8,17.5,267937,81763,186174,4.9,16,24007,1.5,32,0,2310,2356,59471
1983,70,d) 20 to 49,67733,86454,2020129,2013427,2858,3.3,2846,3.3,344340,111493,232847,5.5,17.1,331590,108516,223074,5.4,16.5,12750,0.6,33,0,1233,1304,72505
1983,70,e) 50 to 99,22550,38734,1521044,1515999,2295,5.9,2137,5.5,262793,83448,179345,5.5,17.3,252884,79620,173264,5.3,16.7,9909,0.6,33.4,0,359,442,47673
1983,70,f) 100 to 249,13858,33184,1945561,1934164,2742,8.3,2281,6.9,320026,90755,229271,4.7,16.5,297515,77861,219654,4,15.4,22511,1.1,30.8,0,122,174,36347
1983,70,g) 250 to 499,4471,15858,1345550,1332706,1659,10.7,981,6.3,221522,62271,159251,4.7,16.6,197347,41768,155579,3.1,14.8,24175,1.8,29.6,0,15,16,10527
1983,70,h) 500 to 999,2316,11145,1325042,1315157,1101,10,883,8,186962,44010,142952,3.3,14.2,165784,32888,132896,2.5,12.6,21178,1.6,25.2,0,6,6,8315
1983,70,i) 1000 to 2499,1662,12443,1883655,1864717,1722,14.2,1025,8.5,201914,48998,152916,2.6,10.8,164056,29145,134911,1.6,8.8,37858,2,17.6,0,,,
1983,70,j) 2500 to 4999,560,7652,967926,980894,707,9.4,511,6.8,117178,,,,11.9,143245,22124,121121,2.3,14.6,-26067,-2.7,23.8,1,,,
1983,70,k) 5000 to 9999,353,9865,843546,861525,898,9.2,698,7.1,139745,,,,16.2,175626,26673,148953,3.1,20.4,-35881,-4.2,32.4,1,,,
1983,70,l) 10000+,460,23822,2371405,2397918,3348,14.2,2731,11.6,447953,120978,326975,5,18.7,501132,86754,414378,3.6,20.9,-53179,-2.2,37.4,0,,,
1984,07,a) 1 to 4,29825,29830,,64452,7838,27.7,4836,17.1,29347,19419,9928,30.1,45.5,19027,11668,7359,18.1,29.5,10320,16,59,1,2988,2992,
1984,07,b) 5 to 9,10802,10818,72996,69719,582,5.4,403,3.8,19862,6839,13023,9.8,28.5,13341,4628,8713,6.6,19.1,6521,9.4,38.2,0,247,247,2953
1984,07,c) 10 to 19,4674,4719,63136,60357,135,2.9,100,2.1,14556,3330,11226,5.5,24.1,9119,2283,6836,3.8,15.1,5437,9,30.2,0,61,61,1532
1984,07,d) 20 to 49,1587,1674,47412,44705,64,3.9,28,1.7,13202,3141,10061,7,29.5,7591,1386,6205,3.1,17,5611,12.5,34,0,15,15,831
1984,07,e) 50 to 99,350,429,23279,21612,37,8.8,18,4.3,6779,1888,4891,8.7,31.4,3705,763,2942,3.5,17.1,3074,14.3,34.2,0,3,3,400
1984,07,f) 100 to 249,192,319,20625,20149,26,8.2,20,6.3,4854,1328,3526,6.6,24.1,3901,960,2941,4.8,19.4,953,4.7,38.8,0,3,3,670
